province,year,track,name_anon,gender,total_score,high_school,hs_city,is_tie,is_bonus_adj,college,note
辽宁,2016,文,方*,M,665,沈阳朝鲜族一中,NA,0,0,清华经管经金国际班,录取清华经管经金国际班
辽宁,2016,文,刘*,F,649,鞍山一中,NA,0,0,清华新雅,汉语言文科状元;录取清华新雅
辽宁,2017,理,李*,NA,714,喀左一中,NA,0,0,NA,语141数146英143综284
辽宁,2017,文,白*,F,653,大连二十四中,NA,0,0,北大外院英语,女(原文'她');录取北大外院英语
辽宁,2018,理,孙*,NA,711,喀左一中,NA,0,0,清华计算机,录取清华计算机
辽宁,2018,理,王*,NA,710,盘锦市高级中学,NA,0,0,北大光华,汉语言理科状元;数150综290;录取北大光华
辽宁,2018,文,史*,M,666,盘锦市高级中学,NA,0,0,清华经管,男(原文'他');语129;录取清华经管
辽宁,2019,理,王*,NA,707,盘锦市高级中学,NA,0,0,清华,语130数144英148综285;录取清华
辽宁,2019,文,张*,NA,679,丹东二中,NA,0,0,北大光华,语133数143英143综260;录取北大光华
辽宁,2020,理,刘*,M,722,朝阳一高,NA,0,1,NA,"男(原文'他');含加分5裸分717;复读生(原朝阳二高,2019=683);语139数150外142综286"
辽宁,2020,理,孙*,NA,712,本溪高中,NA,0,0,清华数理,汉语言理科状元;录取清华数理
辽宁,2020,文,高*,F,683,东港二中,NA,0,0,北大元培,女(原文'她');语132数149英144综258;录取北大元培
辽宁,2021,物理类,马*,M,711,盘锦市高级中学,NA,0,0,清华计算机,男(原文'他');3+1+2;并列;语138数148英136物93化98生98;录取清华计算机
辽宁,2021,物理类,王*,M,711,盘锦市高级中学,NA,0,0,清华交叉信息,男(原文'他');3+1+2;并列;语128数148英141物100化98生96;录取清华交叉信息
辽宁,2021,历史类,曹*,F,691,丹东二中,NA,0,0,清华经管经金,女(原文'她');3+1+2;选科史政地;录取清华经管经金
辽宁,2022,物理类,乌*,F,706,凌源市实验中学,NA,0,1,清华计算机,女(原文'她');3+1+2;含加分5裸分701;总分状元;录取清华计算机
辽宁,2022,物理类,王*,M,703,锦州中学,NA,0,0,清华交叉信息,男(原文'他');3+1+2;裸分状元;录取清华交叉信息
辽宁,2022,历史类,李*,F,682,沈阳朝鲜族一中,NA,0,1,北大元培(心理学),女(原文'她');3+1+2;含加分5裸分677;语132数126外135史88政97地99;录取北大元培(心理学)
辽宁,2022,历史类,韩*,F,676,鞍山一中,NA,0,0,北大元培,3+1+2;汉语言历史类状元;语128数131外138史87政94地98;录取北大元培
辽宁,2023,物理类,王*,M,719,朝阳二高,NA,0,0,清华电子信息,男(原文'他');3+1+2;语145数148英136物95化97生98;录取清华电子信息
辽宁,2023,物理类,杨*,M,715,大连二十四中,NA,0,0,清华电子(人工智能),男(原文'他');3+1+2;汉语言物理类;并列;语133数146外143物100化97生96;录取清华电子(人工智能)
辽宁,2023,物理类,张*,NA,715,大连二十四中,NA,0,0,北大物理,3+1+2;汉语言物理类;并列;录取北大物理
辽宁,2023,历史类,温*,F,683,盘锦市高级中学,NA,0,0,北大元培,女(原文'她');3+1+2;语131数144英137史85政92地94;录取北大元培
辽宁,2023,历史类,杨*,M,683,营口开发区一高,NA,0,0,NA,男(原文'他');3+1+2;语130数147英137史88政92地89;录取北大元培PPE
辽宁,2024,物理类,李*,NA,718,大连育明高中,NA,0,0,北大光华,3+1+2;并列;语133数150英143物96化100生96;录取北大光华
辽宁,2024,物理类,赵*,F,718,辽宁省实验中学,NA,0,0,NA,3+1+2;并列;语130数148英144物100化98生98
辽宁,2024,历史类,高*,F,688,营口高中,NA,0,0,NA,女(原文'她');3+1+2;语134数131英145史83政100地95;录取北大元培PPE
辽宁,2025,物理类,林*,M,715,大连育明高中,NA,0,0,清华计算机,3+1+2;并列;语137数149外144物95化98生92;录取清华计算机
辽宁,2025,物理类,范*,NA,715,大连二十四中,NA,0,0,NA,3+1+2;并列;语125数150外145物99化100生96
辽宁,2025,物理类,林*,NA,715,东北育才学校,NA,0,0,NA,3+1+2;并列;语134数142外143物98化99生99
辽宁,2025,历史类,单*,M,702,本溪高中,NA,0,0,北大元培,"男(原文'他');3+1+2;比全省第2名高20分,语文全省第1;语141数143英140史84生98政96;录取北大元培"
辽宁,2026,物理类,王*,F,717,大连二十四中,NA,0,0,NA,3+1+2;并列
辽宁,2026,物理类,周*,NA,717,大连二十四中,NA,0,0,NA,3+1+2;并列
辽宁,2026,历史类,李同学,NA,694,本溪高中,NA,0,0,NA,3+1+2;匿名化
上海,1956,理,陈*,F,NA,上海市三女中,NA,0,0,清华电机,女;数理化三科全满分;录取清华电机;后为数学家
上海,1977,理,袁*,NA,NA,上海五十四中,NA,0,0,复旦,录取复旦
上海,1979,理,应*,M,454,华东师大二附中,NA,0,0,北大物理,据称全国理科最高分;录取北大物理
上海,1980,理,薛*,NA,NA,华东师大二附中,NA,0,0,复旦,录取复旦
上海,1981,文,何*,NA,NA,控江中学,NA,0,0,复旦,录取复旦
上海,1982,理,王*,F,NA,NA,NA,0,0,复旦,录取复旦
上海,1983,理,车*,M,NA,上海建设中学,NA,0,0,复旦物理,录取复旦物理
上海,1983,文,车*,F,NA,北虹中学,NA,0,0,NA,
上海,1984,理,谈*,NA,NA,华东师大二附中,NA,0,0,NA,
上海,1984,文,李*,NA,NA,华东师大二附中,NA,0,0,NA,
上海,1984,外,陈*,NA,NA,华东师大二附中,NA,0,0,NA,文科外语类状元
上海,1986,理,吴*,NA,NA,上海二中,NA,0,0,复旦,并列;录取复旦
上海,1986,理,王*,NA,NA,华东师大二附中,NA,0,0,NA,并列
上海,1987,理,张*,NA,NA,曹杨中学,NA,0,0,同济,录取同济
上海,1989,理,孙*,NA,547,奉贤中学,NA,0,0,NA,
上海,1990,理,乐*,M,NA,上海理工附中,NA,0,0,上海交大,录取上海交大
上海,1993,文,顾*,F,535,松江二中,NA,0,0,复旦,女(原文'她');语128数147英133政127;录取复旦
上海,1994,理,杨*,M,550,高桥中学,NA,0,0,NA,
上海,1994,文,赵*,NA,NA,上南中学,NA,0,0,复旦,录取复旦
上海,1995,理,陈*,NA,NA,上海二中,NA,0,0,NA,
上海,1995,文,陶*,NA,NA,松江二中,NA,0,0,复旦,录取复旦
上海,1996,理,盛*,F,542,行知中学,NA,0,0,复旦,录取复旦
上海,1996,文,卓*,NA,532,复旦附中,NA,0,0,复旦,录取复旦
上海,1997,理,尹*,NA,NA,上海中学,NA,0,0,清华计算机,录取清华计算机
上海,1998,理,冯*,NA,NA,哈尔滨三中,NA,0,0,NA,学校存疑(哈尔滨三中属黑龙江)
上海,1999,理,赵*,F,557,罗店中学,NA,0,0,清华计算机,女(原文'她');录取清华计算机
上海,1999,文,刘*,NA,NA,上海延安中学,NA,0,0,北大经院国贸,录取北大经院国贸
上海,2000,理,朱*,M,562,市西中学,NA,0,0,清华电子,男(原文'他');语130数146英137物149;录取清华电子
上海,2000,文,罗*,NA,NA,华东师大一附中,NA,0,0,北大,录取北大
上海,2001,理,邬*,NA,NA,华东师大二附中,NA,0,0,清华金融,录取清华金融
上海,2001,文,王*,M,529,市西中学,NA,0,0,北大光华,男(原文'他');语120数143英133政133;录取北大光华
上海,2002,理,姜*,NA,NA,重庆一中,NA,0,0,清华,学校存疑(重庆一中属重庆);录取清华
上海,2002,理,苏*,M,575,控江中学,NA,0,0,北大,男(原文'他');语127数139英137化144综合28;录取北大
上海,2002,文,朱*,NA,565,曹杨二中,NA,0,0,北大,录取北大
上海,2003,理,孙*,F,600,上海大同中学,NA,0,1,复旦应用数学,含加分20裸分580;录取复旦应用数学
上海,2003,文,许*,M,567,市西中学,NA,0,0,NA,
上海,2004,理,王*,F,600,控江中学,NA,0,1,北大光华,女(原文'她');含加分10裸分590;语132数145外143化144综合26;录取北大光华
上海,2004,文,李*,NA,584,宜川中学,NA,0,0,NA,
上海,2005,理,罗*,F,583,杨浦高中,NA,0,0,NA,
上海,2005,文,杨*,F,582,彭浦中学,NA,0,1,北大,女(原文'她');含加分20裸分562;总分状元;选科政治;录取北大
上海,2005,文,凌*,NA,566,松江二中,NA,0,0,NA,裸分状元
上海,2006,理,武*,NA,585,格致中学,NA,0,0,NA,
上海,2006,文,常*,NA,575,曹杨二中,NA,0,0,NA,
上海,2007,理,胡*,M,589,上海中学,NA,0,0,NA,
上海,2007,文,魏*,NA,561,控江中学,NA,0,0,NA,
上海,2008,理,章*,NA,582,上海中学,NA,0,0,NA,语125数138英144化148综合27
上海,2008,文,袁*,F,576,上海中学,NA,0,1,港大,女(原文'她');含加分20裸分556;总分状元;语118数132英145政135综合26;录取港大
上海,2008,文,赵*,NA,565,上海中学,NA,0,0,NA,裸分状元
上海,2009,理,陈*,NA,575,上海中学,NA,0,1,剑桥大学,含加分10裸分565;选科物理;SAT满分+AST全国第一;录取剑桥大学
上海,2009,文,郑*,F,582,上海中学,NA,0,0,NA,语133数144英145史133综合27
上海,2010,理,王*,NA,592,进才中学,NA,0,1,NA,含加分20裸分572;语120数143英138物147综合24
上海,2010,文,刘*,NA,566,上海中学,NA,0,0,NA,语118数146英137政137综合28
上海,2011,理,余*,M,584,上海中学,NA,0,0,港大,男(原文'他');并列;语127数138英145物147综合27;录取港大
上海,2011,理,贺*,NA,584,上海中学,NA,0,0,清华,并列;录取清华
上海,2011,文,妙*,NA,582,上海中学,NA,0,0,NA,语128数150英140史137综合27
上海,2012,理,沙*,F,576,上海中学,NA,0,1,清华,女(原文'她');含加分20裸分556;总分状元;录取清华
上海,2012,理,袁*,M,557,上海中学,NA,0,0,NA,裸分状元;语128数147英142物140
上海,2012,文,汪*,NA,542,上海中学,NA,0,0,NA,语120数142英144政136
上海,2013,理,李*,M,539,上海中学,NA,0,0,NA,并列;语114数144英144物137
上海,2013,理,严*,M,539,上海中学,NA,0,0,港大,男(原文'他');并列;语111数142英137物149;录取港大
上海,2013,文,高*,NA,537,上海中学,NA,0,0,NA,语126数134英144政133
上海,2014,理,吴*,M,558,上海复兴高中,NA,0,0,港大,男(原文'他');语127数147英139物145;录取港大
上海,2014,文,范*,F,561,上外浦东外校,NA,0,1,清华法学(国际班),女(原文'她');含加分;总分状元;录取清华法学(国际班)
上海,2014,文,丁*,F,556,上海中学,NA,0,0,港大,女(原文'她');裸分状元;语128数148外139政141;录取港大
上海,2015,理,许*,M,557,上海中学,NA,0,0,北大数学,男(原文'他');语123数149外138化147;录取北大数学
上海,2015,文,刘*,NA,526,复旦附中,NA,0,0,NA,语112数147英140政127
上海,2016,理,李*,F,557,复旦附中,NA,0,0,北大,女(原文'她');2013上海中考状元;语132数142英141化142;录取北大
上海,2016,文,李*,F,550,上海中学,NA,0,0,清华法学,女(原文'她');语134数145英139史132;录取清华法学
上海,2017,不分,叶*,F,627,上海中学,NA,0,0,北大元培,女(原文'她');3+3首届;语133数144外140物70化70地70(赋分);录取北大元培
上海,2018,不分,周*,M,626,复旦附中,NA,0,0,清华电子信息,男(原文'他');3+3;语131数143英142物70化70生70;录取清华电子信息
上海,2019,不分,孙*,F,636,上海中学,NA,0,0,北大光华,女(原文'她');3+3;语135数150英144物70化67生70;录取北大光华
上海,2020,不分,陈*,NA,624,七宝中学,NA,0,0,NA,3+3;并列;语130
上海,2020,不分,姚*,M,624,七宝中学,NA,0,0,北大光华,男(原文'他');3+3;并列;语133数145英139物70生70地67;录取北大光华
上海,2020,不分,孙*,NA,624,上海中学,NA,0,0,NA,3+3;并列
上海,2021,不分,蒋*,M,633,上海中学,NA,0,0,北大光华,男(原文'他');3+3;语132数150外141物70化70地70;录取北大光华
上海,2022,不分,崔*,F,631,上海交大附中,NA,0,0,北大光华,女(原文'她');3+3;语130数149英142物70化70生70;录取北大光华
上海,2023,不分,廖*,M,633,华东师大二附中,NA,0,0,清华电子,男(原文'他');3+3;录取清华电子
上海,2024,不分,沈*,F,634,华东师大二附中,NA,0,0,清华电子信息,女(原文'她');3+3;语133数148外143;录取清华电子信息
上海,2025,不分,夏*,M,632,华东师大二附中,NA,0,0,清华电子,男(原文'他');3+3;并列;语136;录取清华电子
上海,2025,不分,赵*,F,632,上海中学,NA,0,0,NA,3+3;并列
上海,2026,不分,王*,NA,631,复旦附中,NA,0,0,NA,3+3;语131数150英140物70化70生70
浙江,1995,理,忻*,NA,678,鄞县中学,NA,0,0,NA,语124数136英126物145化147
浙江,1995,文,张*,NA,620,海宁高级中学,NA,0,0,NA,语117数148英122政124史109
浙江,1996,理,骆*,F,687,义乌中学,NA,0,0,NA,
浙江,1996,文,李*,NA,NA,武义一中,NA,0,0,NA,
浙江,1997,理,徐*,NA,669,兰溪一中,NA,0,0,NA,
浙江,1997,文,裘*,F,NA,桐乡高级中学,NA,0,0,外交学院,录取外交学院
浙江,1998,理,茹*,NA,695,慈溪中学,NA,0,0,清华计算机,录取清华计算机
浙江,1998,文,周*,M,617,桐乡高级中学,NA,0,0,北大法学,男(原文'他');录取北大法学
浙江,1999,理,吴*,M,694,景宁中学,NA,0,0,NA,语130物150化148
浙江,1999,文,包*,NA,NA,东阳中学,NA,0,0,协和医大(清华八年制),并列;录取协和医大(清华八年制)
浙江,1999,文,陈*,NA,NA,义乌中学,NA,0,0,北大外院,并列;录取北大外院
浙江,2000,理,陆*,F,655,嘉善高中,NA,0,0,北大生科,女(原文'她');并列;语134数135英135综251;录取北大生科
浙江,2000,理,周*,M,655,桐乡高级中学,NA,0,0,北大生科,男(原文'他');并列;语130数139英130综256;录取北大生科
浙江,2000,文,郑*,F,632,诸暨中学,NA,0,0,清华法学,女(原文'她');语132数137英139综224;录取清华法学
浙江,2001,理,林*,F,696,温州十五中,NA,0,0,清华电子,并列;录取清华电子
浙江,2001,理,王*,NA,696,嵊州二中,NA,0,0,清华生物,并列;录取清华生物
浙江,2001,文,徐*,NA,656,嵊州一中,NA,0,0,北大经院,录取北大经院
浙江,2002,理,孙*,F,708,余姚中学,NA,0,0,清华建筑,女(原文'她');并列;语127数140英141综300;录取清华建筑
浙江,2002,理,刘*,M,708,宁波镇海中学,NA,0,0,北大光华,男(原文'他');并列;语130数144英137综297;录取北大光华
浙江,2002,文,朱*,F,684,象山中学,NA,0,0,北大光华,女(原文'她');语137数134英133综280;录取北大光华
浙江,2003,理,张*,F,698,杭州外国语学校,NA,0,0,NA,语125数142英143综288
浙江,2003,文,陈*,F,661,浦江中学,NA,0,0,北大,女(原文'她');语133数131英142综255;录取北大
浙江,2004,理,吴*,M,731,绍兴鲁迅中学,NA,0,1,北大元培,男(原文'他');含加分20裸分711;语126数149英137综299;录取北大元培
浙江,2004,文,周*,F,682,海宁宏达高中,NA,0,0,北大元培,女(原文'她');语130数150英143综259;录取北大元培
浙江,2005,理,章*,F,709,瑞安中学,NA,0,0,清华,女(原文'她');语127数144外144综294;录取清华
浙江,2005,文,徐*,F,666,衢州二中,NA,0,0,北大元培,女(原文'她');语120数149英141综256;录取北大元培
浙江,2006,理,卢*,M,705,杭州二中,NA,0,0,北大,男(原文'他');语128数150英140综287;录取北大
浙江,2006,文,陈*,M,678,舟山中学,NA,0,0,北大,男(原文'他');语123数145英141综269;录取北大
浙江,2007,理,赵*,F,708,新昌中学,NA,0,1,NA,含加分;总分状元
浙江,2007,理,张*,NA,699,湖州中学,NA,0,0,NA,裸分状元;语134数145英143综277
浙江,2007,理,李*,F,699,杭州学军中学,NA,0,0,港大金融,女(原文'她');裸分状元并列;语126数144英145综284;录取港大金融
浙江,2007,文,求*,F,644,新昌中学,NA,0,0,北大元培(历史),女(原文'她');语129数144英133综238;录取北大元培(历史)
浙江,2008,理,陈*,M,703,宁波镇海中学,NA,0,0,北大光华金融,男(原文'他');语124数142外143综294;录取北大光华金融
浙江,2008,文,申*,F,654,杭州高级中学,NA,0,0,北大光华会计,女(原文'她');建德中考状元;语131数135英145综243;录取北大光华会计
浙江,2009,理,唐*,M,768,杭州外国语学校,NA,0,1,清华电子,男(原文'他');810分制;含加分20裸分748;总分状元;录取清华电子
浙江,2009,理,王*,NA,752,台州一中,NA,0,0,NA,810分制;裸分状元
浙江,2009,文,沈*,M,709,绍兴鲁迅中学,NA,0,1,北大光华,男(原文'他');810分制;含加分20裸分689;总分状元;语116数143英139综240自选51;录取北大光华
浙江,2009,文,蔡*,NA,703,绍兴鲁迅中学,NA,0,0,NA,810分制;裸分状元
浙江,2009,文,陈*,F,703,新昌中学,NA,0,0,清华法学,女(原文'她');810分制;裸分状元并列;数147;录取清华法学
浙江,2010,理,李*,NA,740,宁波镇海中学,NA,0,1,清华建筑,810分制;含加分20裸分720;语118数145英135综262自选60;录取清华建筑
浙江,2010,文,钟*,F,725,海盐元济高中,NA,0,0,北大光华,女(原文'她');810分制;语129数148英139综253自选56;录取北大光华
浙江,2011,理,施*,NA,738,温州中学,NA,0,0,北大光华,810分制;语121数144外130综289自选54;录取北大光华
浙江,2011,文,王*,NA,687,杭州二中,NA,0,0,NA,810分制;并列;语111数144英138综242自选52
浙江,2011,文,朱*,F,687,舟山中学,NA,0,0,北大,810分制;并列;语121数144英135综235自选52;录取北大
浙江,2012,理,翁*,M,757,宁波镇海中学,NA,0,0,NA,810分制;语124数145英142综288自选58
浙江,2012,文,杨*,F,733,长兴中学,NA,0,1,北大光华,女(原文'她');810分制;含加分10裸分723;总分状元;语121数145英142综260自选55;录取北大光华
浙江,2012,文,姜*,NA,728,杭州高级中学,NA,0,0,北大光华,810分制;裸分状元;录取北大光华
浙江,2013,理,周*,M,770,宁波镇海中学,NA,0,0,NA,810分制;嘉兴中考状元;语128数150英142综290自选60
浙江,2013,文,施*,NA,731,海宁宏达高中,NA,0,0,NA,810分制
浙江,2014,理,沈*,M,759,宁波镇海中学,NA,0,1,NA,810分制;含加分10裸分749;总分状元;语118数146英137综288自选60
浙江,2014,理,邱*,F,758,宁波镇海中学,NA,0,0,NA,810分制;裸分状元;语127数145英142综284自选60
浙江,2014,文,龙*,F,745,宁波镇海中学,NA,0,0,NA,810分制;语118数150英145综273自选59
浙江,2015,理,郑*,M,760,宁波镇海中学,NA,0,0,北大元培(中文),男(原文'他');810分制;语132数144英142综282自选60;录取北大元培(中文)
浙江,2015,文,严*,F,745,宁波镇海中学,NA,0,0,北大法学,女(原文'她');810分制;语131数144英146综266自选58;录取北大法学
浙江,2016,理,贝*,NA,750,宁波镇海中学,NA,0,1,NA,810分制;含加分5裸分745;总分状元;语110数149英139综287自选60
浙江,2016,理,张*,NA,749,长兴中学,NA,0,0,NA,810分制;裸分状元;语111数150英142综286自选60
浙江,2016,文,王*,F,733,宁波镇海中学,NA,0,0,NA,810分制;语128数150英136综259自选60
浙江,2017,不分,王*,NA,723,诸暨中学,NA,0,0,清华新雅,3+3首届;语132数147英144物100化100生100;录取清华新雅
浙江,2018,不分,张*,F,718,瑞安新纪元高中,NA,0,0,清华新雅(经金),女(原文'她');3+3;语131数147外140物100化100生100;录取清华新雅(经金)
浙江,2019,不分,徐*,M,720,宁波镇海中学,NA,0,0,北大数学,男(原文'他');3+3;语131数147外142物100化100生100;录取北大数学
浙江,2020,不分,虞*,M,721,温州中学,NA,0,0,清华计算机金融双学位,男(原文'他');3+3;语137数147外140物100化97生100;录取清华计算机金融双学位
浙江,2021,不分,李*,F,716,桐乡高级中学,NA,0,0,北大光华,女(原文'她');3+3;复读生(首考清华化学因专业不满复读);语133数142外141物100生100地100;录取北大光华
浙江,2022,不分,单*,M,710,温州永嘉中学,NA,0,0,清华经管,男(原文'他');3+3;并列;语133数144外142政97史96地98;录取清华经管
浙江,2022,不分,凌*,M,710,温州育英实验学校,NA,0,0,北大元培,3+3;并列;语126数148外142物99化98生97;录取北大元培
浙江,2023,不分,何*,M,717,杭州二中,NA,0,0,北大元培(通用人工智能),男(原文'他');3+3;语133数146英141物100化99生98;录取北大元培(通用人工智能)
浙江,2024,不分,王*,F,726,宁波镇海中学,NA,0,0,北大元培(通用人工智能),女(原文'她');3+3;温州中考状元;语137数149外143物100化98生99;录取北大元培(通用人工智能)
浙江,2025,不分,谢*,M,722,宁波镇海中学,NA,0,0,清华,男(原文'他');3+3;语135数150外140物99化99生99;录取清华
浙江,2026,不分,周*,NA,723,宁波镇海中学,NA,0,0,NA,3+3;语134数148外144物100化98生99
新疆,1986,理,高*,NA,NA,奎屯一中,NA,0,0,NA,
新疆,1987,理,杜*,M,NA,奎屯一中,NA,0,0,NA,西北五省理科状元
新疆,1988,理,孙*,NA,NA,塔城一中,NA,0,0,北大,录取北大
新疆,1993,理,孔*,M,NA,石河子五中,NA,0,0,NA,
新疆,1995,理,陈*,NA,NA,奎屯一中,NA,0,0,NA,
新疆,1997,文,张*,F,NA,哈密二中,NA,0,0,北大,录取北大
新疆,1998,文,徐*,F,NA,巴州二中,NA,0,0,NA,
新疆,2000,理,卢*,M,663,新疆实验中学,NA,0,0,清华理科基础科学班,男(原文'他');语113数130英130物145化145;录取清华理科基础科学班
新疆,2000,文,杨*,M,584,克拉玛依六中,NA,0,0,北大光华,并列;录取北大光华
新疆,2000,文,孙*,F,584,乌鲁木齐一中,NA,0,0,北大光华,女(原文'她');并列;语119数105英129政117史114;录取北大光华
新疆,2001,理,张*,M,674,新疆实验中学,NA,0,0,清华生科,录取清华生科
新疆,2001,文,潘*,NA,609,克拉玛依十三中,NA,0,0,复旦,录取复旦
新疆,2002,理,郭*,F,687,农三师中学,NA,0,0,清华,女(原文'她');录取清华
新疆,2002,文,魏*,F,637,农二师华山中学,NA,0,0,北大,女(原文'她');普通类;语127数140英133综237;录取北大
新疆,2002,文,帕*·帕*,F,591,乌鲁木齐一中,NA,0,0,北大,女(原文'她');单列类;语126数121英116综225;录取北大
新疆,2003,理,白*,F,679,乌鲁木齐一中,NA,0,0,清华,录取清华
新疆,2003,文,孙*,M,654,哈密二中,NA,0,0,北大经院,男(原文'他');录取北大经院
新疆,2004,理,王*,M,727,奎屯一中,NA,0,1,清华,男(原文'他');含加分10裸分717;语124数150英146综297;录取清华
新疆,2004,文,种*,F,704,农二师华山中学,NA,0,1,北大经济类,女(原文'她');含加分10裸分694;语140数140英140综274;录取北大经济类
新疆,2005,理,王*,M,727,新疆实验中学,NA,0,1,清华,男(原文'他');含加分20裸分707;总分状元;语139数143外136综289;录取清华
新疆,2005,理,陶*,F,711,阿勒泰二中,NA,0,0,北大,裸分状元;录取北大
新疆,2005,文,郑*,F,675,哈密二中,NA,0,1,北大,女(原文'她');含加分10裸分665;语129数136外141综259;录取北大
新疆,2006,理,刘*,F,726,乌鲁木齐一中,NA,0,1,清华化学生物基础,女(原文'她');含加分20裸分706;录取清华化学生物基础
新疆,2006,文,穆*,F,674,哈密二中,NA,0,1,北大政府管理学院,女(原文'她');含加分10裸分664;录取北大政府管理学院
新疆,2007,理,林*,NA,723,乌鲁木齐高级中学,NA,0,1,清华,普通类;含加分10裸分713;语135数147外141综290;录取清华
新疆,2007,理,胥*,M,723,乌鲁木齐一中,NA,0,1,清华,普通类总分状元;含加分20裸分703;语132数148外138综285;录取清华
新疆,2007,理,古*·阿*,NA,716,新疆实验中学,NA,0,0,NA,单列类
新疆,2007,文,周*,F,657,哈密二中,NA,0,0,上财,女(原文'她');普通类;录取上财
新疆,2007,文,祖*·胡*,F,645,哈密二中,NA,0,0,北大,女(原文'她');单列类;录取北大
新疆,2008,理,彭*,NA,713,乌鲁木齐一中,NA,0,0,北大,普通类;录取北大
新疆,2008,理,乌*,NA,714,乌鲁木齐实验中学,NA,0,0,NA,单列类
新疆,2008,文,杨*,NA,654,昌吉市一中,NA,0,0,北大,普通类;语132数137英136综249;录取北大
新疆,2008,文,伊*·艾*,NA,685,乌鲁木齐一中,NA,0,0,NA,单列类
新疆,2009,理,崔*,NA,711,兵团二中,NA,0,1,清华,普通类总分状元;含加分20裸分691;语123数143外139综286;录取清华
新疆,2009,理,程*,NA,694,乌鲁木齐一中,NA,0,0,NA,普通类裸分状元
新疆,2009,理,夏*·艾*,NA,676,NA,NA,0,1,NA,单列类;含加分50裸分626;语125数127外134综240
新疆,2009,文,金*,F,645,乌鲁木齐一中,NA,0,1,清华,女(原文'她');普通类;含加分10裸分635;语126数150外138综221;录取清华
新疆,2009,文,阿*·吾*,M,621,NA,NA,0,1,NA,单列类;含加分50裸分571;语126数112外123综210
新疆,2010,理,张*,NA,701,石河子二中,NA,0,0,北大,普通类;录取北大
新疆,2010,理,富*,M,738,乌鲁木齐一中,NA,0,1,NA,单列类;含加分60裸分678;语126数134外142综276
新疆,2010,文,刘*,M,628,兵团二中,NA,0,0,北大,录取北大
新疆,2011,理,穆*,M,706,乌鲁木齐一中,NA,0,1,清华,普通类总分状元;含加分20裸分686;录取清华
新疆,2011,理,张*,NA,689,农二师华山中学,NA,0,0,清华,普通类裸分状元;录取清华
新疆,2011,理,帕*·艾*,F,711,乌鲁木齐高级中学,NA,0,1,北大医学部双语班,女(原文'她');单列类;含加分10裸分701;数学150;录取北大医学部双语班
新疆,2011,文,牛*,F,650,哈密二中,NA,0,0,清华,录取清华
新疆,2012,理,叶*,M,688,乌鲁木齐一中,NA,0,0,清华,录取清华
新疆,2012,文,靳*,NA,649,乌鲁木齐一零一中学,NA,0,1,北大,普通类总分状元;含加分20裸分629;录取北大
新疆,2012,文,白*,F,645,哈密二中,NA,0,0,北大,女(原文'她');普通类裸分状元;录取北大
新疆,2012,文,艾*·哈*,F,645,哈密二中,NA,0,0,清华,女(原文'她');单列类;录取清华
新疆,2013,理,张*,F,696,乌鲁木齐一中,NA,0,1,清华,普通类;含加分10裸分686;录取清华
新疆,2013,理,何*,M,NA,乌鲁木齐八一中学,NA,0,0,NA,单列类
新疆,2013,文,苏*,F,651,乌鲁木齐八一中学,NA,0,0,清华,录取清华
新疆,2014,理,程*,M,700,乌鲁木齐一中,NA,0,1,清华,男(原文'他');普通类总分状元;含加分10裸分690;语132数140英144综274;录取清华
新疆,2014,理,赵*,NA,693,乌鲁木齐八一中学,NA,0,0,NA,普通类裸分状元
新疆,2014,理,艾*·艾*,NA,731,乌鲁木齐一中,NA,0,1,清华电子信息,单列类;含加分60裸分671;语120;录取清华电子信息
新疆,2014,文,马*,NA,669,哈密二中,NA,0,0,北大,录取北大
新疆,2015,理,周*,M,704,乌鲁木齐一中,NA,0,0,清华,普通类;录取清华
新疆,2015,理,多*,M,710,伊宁三中,NA,0,1,清华,男(原文'他');单列类;含加分50裸分660;录取清华
新疆,2015,文,汪*,NA,657,兵团二中,NA,0,0,北大,录取北大
新疆,2016,理,郭*,NA,715,乌鲁木齐一中,NA,0,1,清华,普通类;含加分5裸分710;英145;录取清华
新疆,2016,理,李*,F,710,乌鲁木齐一中,NA,0,0,NA,普通类裸分状元
新疆,2016,理,苏*·塔*,M,721,乌鲁木齐一中,NA,0,1,北大,男(原文'他');单列类;含加分;录取北大
新疆,2016,文,周*,NA,659,石河子一中,NA,0,0,北大,普通类;录取北大
新疆,2016,文,艾*·艾*,F,680,兵团二中,NA,0,1,北大,女(原文'她');单列类;含加分50裸分630;语127数132英143综228;录取北大
新疆,2017,理,季*,NA,693,乌鲁木齐一中,NA,0,0,清华,普通类;录取清华
新疆,2017,理,热*·阿*,F,719,伊宁三中,NA,0,0,北大元培,女(原文'她');单列类;录取北大元培
新疆,2017,文,赵*,F,665,哈密二中,NA,0,0,清华经管,女(原文'她');普通类;录取清华经管
新疆,2017,文,巴*,NA,669,兵团二中,NA,0,0,NA,单列类
新疆,2018,理,张*,M,698,乌鲁木齐八一中学,NA,0,0,清华,男(原文'他');普通类;语124数149英142综283;录取清华
新疆,2018,理,达*·排*,NA,719,兵团二中,NA,0,0,NA,单列类
新疆,2018,文,樊*,NA,659,兵团二中,NA,0,0,北大,普通类;语130数150英137综242;录取北大
新疆,2018,文,别*·马*,NA,683,乌鲁木齐八一中学,NA,0,0,NA,单列类
